objectid,col_name,col_uid,st_name,st_abb,cnty_name,datasource,src_name,alt_name,alt_name2,alt_name3,mnumber,color_clas,tot_prisco,rec_complt,numlots,numoccupie,estimatedp,wtr_srcdes,wtr_hauled,priv_wells,wc_exists,wc_wtrcomm,dwuid,wc_nearwcom,dwuid_near,os_otrsupp,is_srcadeq,wc_adeq,wc_adeqdes,wc_hlth,wc_hlthdes,ww_public,ww_wwcomm,wwuid,ww_nearwwcom,wwuid_near,ww_prvser,ww_prvnm,ww_other,ww_adeq,ww_adeqdes,ww_hlth,ww_hlthdes,ppl_nowat,ppl_nowat_r,ppl_noww,ppl_noww_r,ppl_yeswat,ppl_yeswat_r,ppl_yesww,ppl_yesww_r,allpotable,infloodp,fac_propos,fac_type,fac_cst,fac_avgcst,fac_capcst,fac_comcap,fac_ta,fac_tades,fac_feasib,con_last,con_first,con_type,con_title,con_org,con_email,con_add,con_city,con_state,con_zip,con_phone,con_mobile,con_notes,con_last2,con_first2,con_type2,con_title2,con_org2,con_email2,con_add2,con_city2,con_state2,con_zip2,con_phone2,con_mobil2,con_notes2,created_user,created_date,last_edited_user,last_edited_date,fy2018_project,fy2019_project,fy2020_project,fy2021_project,fy2022_project,Unnamed: 98,Unnamed: 99
353,Ranchos De El Dorado,P1R480405,Texas,TX,El Paso,TXAG,Ranchos De El Dorado,Ranchos Dorado,,,M0710227,Gray,5,Y,35,0,8,,N,N,N,,,LOWER VALLEY WATER DISTRICT,DW142,,N,N,,N,,N,,,LOWER VALLEY WATER DISTRICT,WW120,N,,,N,,N,,6,0.75,0,0,0,0,6,0.75,N,N,,,0,,,,N,,,TREJO,SAUL,Utility,DISTRICT ENGINEER,LOWER VALLEY WATER DISTRICT,,1557 FM 1110 RD.,CLINT,TX,79836,(915) 791-4480,,,,,,,,,,,,,,,,,,,,,,,,,3723.99009,836625.5303
359,North Fabens Estates,P1R480380,Texas,TX,El Paso,TXAG,North Fabens Estates,,,,M0710203,Gray,5,Y,0,0,0,,N,N,N,,,LOWER VALLEY WATER DISTRICT,DW142,,N,N,,N,,N,,,LOWER VALLEY WATER DISTRICT,WW120,N,,,N,,N,,1,0,0,0,0,0,1,0,N,N,,,0,,,,N,,,TREJO,SAUL,Utility,DISTRICT ENGINEER,LOWER VALLEY WATER DISTRICT,,1557 FM 1110 RD.,CLINT,TX,79836,(915) 791-4480,,,,,,,,,,,,,,,,,,,,,,,,,4522.799117,445071.4792
362,East Clint Estates,P1R480257,Texas,TX,El Paso,TXAG,East Clint Estates,East Clint,,,M0710081,Red,1,Y,127,3,9,Hauling,Y,N,N,,,LOWER VALLEY WATER DISTRICT,DW142,hauling water,N,N,hauling water,Y,hauling water,N,,,LOWER VALLEY WATER DISTRICT,WW120,N,,outhouse,N,"outhouses, inadequate onsite",N,,9,1,9,1,0,0,0,0,N,N,Indian Cliffs area DW estimate from 2003 El Paso County Master Plan of $13.9 m in 2003. Not enough connections for feasible central system.,Water,13900000,1069231,,See Utility Capacity,N,,"Too sparsely populated, not yet feasible projects.",TREJO,SAUL,Utility,DISTRICT ENGINEER,LOWER VALLEY WATER DISTRICT,,1557 FM 1110 RD.,CLINT,TX,79836,(915) 791-4480,,Appears no residences at 2015.,,,,,,,,,,,,,,,,,,,,,,,4760.954444,1326310.01
364,Cliff View Estates,P1R480225,Texas,TX,El Paso,TXAG,Cliff View Estates,,,,M0710051,Gray,5,Y,32,0,0,,N,N,N,,,LOWER VALLEY WATER DISTRICT,DW142,,N,N,,N,,N,,,LOWER VALLEY WATER DISTRICT,WW120,N,,,N,,N,,0,0,0,0,0,0,0,0,N,N,,,0,,,,N,,,TREJO,SAUL,Utility,DISTRICT ENGINEER,LOWER VALLEY WATER DISTRICT,,1557 FM 1110 RD.,CLINT,TX,79836,(915) 791-4480,,,,,,,,,,,,,,,,,,,,,,,,,5729.082628,1823404.014
366,Vista Larga #2,P1R480456,Texas,TX,El Paso,TXAG,Vista Larga #2,Vista Larga,,,M0710278,Gray,5,Y,9,3,0,,N,N,N,,,LOWER VALLEY WATER DISTRICT,DW142,"occupied lots at 2015 appear commercial, no residential",N,N,,N,,N,,,LOWER VALLEY WATER DISTRICT,WW120,N,,,N,,N,,0,0,0,0,0,0,0,0,N,N,,,0,,,,N,,,TREJO,SAUL,Utility,DISTRICT ENGINEER,LOWER VALLEY WATER DISTRICT,,1557 FM 1110 RD.,CLINT,TX,79836,(915) 791-4480,,"Access to 8"" water at NE corner of colonia, but appears spase commercial at 2015, no residential.",,,,,,,,,,,,,,,,,,,,,,,2601.429535,263822.3306
367,Cattlemans North Ranchos,P1R480220,Texas,TX,El Paso,TXAG,Cattleman's North Ranchos,Cattlemen's North Rancho,Cattlemans North Ranchos,,M0710045,Red,1,Y,88,3,9,Hauling,Y,N,N,,,LOWER VALLEY WATER DISTRICT,DW142,hauling water,N,N,hauling water,Y,hauling water,N,,,LOWER VALLEY WATER DISTRICT,WW120,N,,onsite,N,"Some lots likely inadequate septic, some should have adequate space for onsite",N,,9,1,9,1,0,0,0,0,N,N,Indian Cliffs area DW estimate from 2003 El Paso County Master Plan of $13.9 m in 2003. Not enough connections for feasible central system.,Water,13900000,1069231,,See Utility Capacity,N,,"Too sparsely populated, not yet feasible projects.",TREJO,SAUL,Utility,DISTRICT ENGINEER,LOWER VALLEY WATER DISTRICT,,1557 FM 1110 RD.,CLINT,TX,79836,(915) 791-4480,,,,,,,,,,,,,,,,,,,,,,,,,4828.913317,1003382.97
370,Lake View Addition,P1R481708,Texas,TX,Val Verde,TXAG,Lake View Addition,Lake View Estates,,,M2330004,Red,1,Y,246,208,666,Private Wells,N,Y,N,,,,,Private wells,N,N,14 private wells polluted,Y,E Coli,N,,,,,N,,onsite,N,Mandatory aerobic systems,Y,Mandatory aerobic system,666,1,666,1,0,0,0,0,N,N,CU projected treatment & distribution,Water,3120000,,,See Utility Capacity,Y,T/A W/FMT Corrective Action Plan,Private system.,CERNY,ROGER,City,COUNTY HEALTH INSPECTOR,VAL VERDE COUNTY,roger_cerny@valverdecounty.org,400 PECAN,DEL RIO,TX,,(830) 703-0515,,,,,,,,,,,,,,,,,,,,,,,,,4212.118089,624270.1751
425,Border Housing Unit #1,P1R481405,Texas,TX,Maverick,TXAG,Border Housing Unit #1,Rosita Gardens,,,M1620007,Red,1,Y,155,26,82,,N,N,N,,,CITY OF EAGLE PASS,DW039,,N,N,"No water service, near Eagle Pass DW service",N,,N,,,CITY OF EAGLE PASS,WW101,N,,,N,"Lot sizes should be adequate for septic, but some may have inadequate septic and cesspools.",N,,82,1,82,1,0,0,0,0,N,N,CU Projected Cost Water line extension,Combination,956494,,,See Utility Capacity,Y,"T/A if USDA Funding Application, Project Development",Far distance to Eagle Pass.  Too small for stand alone systems.  Can Possibly create regional system w/other Colonia. Cost per customer extremely high for water and sewer to Eagle Pass.,BARRERA,JORGE,City,GENERAL MANAGER,CITY OF EAGLE PASS,jbarrera@epwaterworks.org,2107 N. VETERANS BLVD,EAGLE PASS,TX,78852,(830) 773-2351,,Area is not platted and does not have water or sewer. No application to resolve issues proposed as of 12-4-2014.,,,,,,,,,,,,,,,,,,,,,,,484.8835941,7341.881154
436,Box Canyon Estates,P1R481706,Texas,TX,Val Verde,TXAG,Box Canyon Estates,,,,M2330002,Blue,4,Y,267,111,357,Private Wells,N,N,N,,,,,Box Canyon Community Wells,U,U,,N,,N,,,,,N,,onsite,Y,,N,,357,1,357,1,0,0,0,0,N,N,,,0,,,,N,,,RIVERO,MARIO,City,COLONIA RESIDENT,NONE,,104 PURPLE SAGE,DEL RIO,TX,78840,(830) 703-0425,,,,,,,,,,,,,,,,,,,,,,,,,3473.404464,353727.3065
438,Los Campos #3 & 4,P1R481711,Texas,TX,Val Verde,TXAG,Los Campos #3 & 4,Los Campos,,,M2330005,Blue,4,Y,167,154,462,Private Wells,N,N,N,,,,,Individual Wells,U,U,,N,,N,,,DEL RIO UTILITIES COMMISSION,WW108,N,,,Y,,N,,462,1,462,1,0,0,0,0,N,N,,,0,,,,N,,,CERNY,ROGER,City,COUNTY HEALTH INSPECTOR,VAL VERDE COUNTY,roger_cerny@valverdecounty.org,400 PECAN,DEL RIO,TX,,(830) 703-0515,,,,,,,,,,,,,,,,,,,,,,,,,6416.62888,1650378.788
439,"Los Campos #1, 2 & 5",P1R481710,Texas,TX,Val Verde,TXAG,"Los Campos #1,2 & 5",,,,M2330016,Purple,2,Y,37,10,30,Private Wells,N,Y,N,,,DEL RIO UTILITIES COMMISSION,DW084,Individual Wells,N,N,Unknown private well quality,N,,N,,,DEL RIO UTILITIES COMMISSION,WW108,N,,onsite,Y,,N,,30,1,30,1,0,0,0,0,N,N,CU projected treatment & distribution,Water,90000,,,See Utility Capacity,Y,T/A W/FMT Corrective Action Plan,Large 5-20 acre lots support onsite systems ,CERNY,ROGER,City,COUNTY HEALTH INSPECTOR,VAL VERDE COUNTY,roger_cerny@valverdecounty.org,400 PECAN,DEL RIO,TX,,(830) 703-0515,,,,,,,,,,,,,,,,,,,,,,,,,6592.717384,1979654.422
440,Nueces Lake,P1R481807,Texas,TX,Zavala,TXAG,Nueces Campsite Lots,,,,M2540010,Purple,2,Y,30,3,11,Private Wells,N,Y,N,,,CRYSTAL CITY,,Community Wells,U,U,,N,,N,,,,,N,,onsite,U,,N,,11,1,11,1,0,0,0,0,N,N,Wastewater collection,Wastewater,274285,,,See Utility Capacity,Y,"T/A for development of FMT workplan, project development & funding assistance",Density.  Less than 10 people in the Colonia.,REYNOLD,ABIGALE,City,UTILITY MANAGER,ZAVALA COUNTY,,319 N. FIRST ST.,CRYSTAL CITY,TX,78839,(830) 374-2095,,"Outside ciity limits, no existing County water or wastewater system. One person in Colonia",,,,,,,,,,,,,,,,,,,,,,,6149.141868,1990353.609
441,Popeye,P1R481808,Texas,TX,Zavala,TXAG,Popeye Lake,,,,M2540011,Purple,2,Y,10,10,30,Private Wells,N,Y,N,,,CRYSTAL CITY,,Community Wells,U,U,,N,,N,,,,,N,,onsite,U,,N,,30,1,30,1,0,0,0,0,N,N,Wastewater collection,Wastewater,312857,,,See Utility Capacity,Y,"T/A for development of FMT workplan, project development & funding assistance",Density.  Less than 10 people in the Colonia.,RAMOS,SELENA,City,CITY CLERK,CITY OF CRYSTAL CITY,,101 EAST DIMMIT STREET,CRYSTAL CITY,TX,78839,(830) 374-3477,,Outside City limits and service area per City staff. Unable to update information,,,,,,,,,,,,,,,,,,,,,,,1712.807523,88090.94489
443,Hector Rodriguez,P1R481429,Texas,TX,Maverick,TXAG,Hector Rodriguez,,,,M1620032,Red,1,Y,11,4,16,,N,N,N,,,CITY OF EAGLE PASS,DW039,,N,N,No water in Colonia,N,,N,,,CITY OF EAGLE PASS,WW101,N,,,N,"Lot sizes should be adequate for septic, but some may have inadequate septic and cesspools.",N,,16,1,16,1,0,0,0,0,N,N,Engineer average Projected Cost Wastewater Collection & Treatment,Combination,2000000,,,See Utility Capacity,Y,"T/A if USDA Funding Application, Project Development",Distance to Eagle Pass.  May be required to annex.  Too small for stand alone systems.  Cost per customer extremely high for water and sewer to Eagle Pass.,BARRERA,JORGE,City,GENERAL MANAGER,CITY OF EAGLE PASS,jbarrera@epwaterworks.org,2107 N. VETERANS BLVD,EAGLE PASS,TX,78852,(830) 773-2351,,No water or sewer in the area. No application prepared yet.,,,,,,,,,,,,,,,,,,,,,,,589.0290844,20494.61511
444,Big River Park,P1R481404,Texas,TX,Maverick,TXAG,Big River Park,,,,M1620006,Red,1,Y,15,7,15,,N,N,N,,,CITY OF EAGLE PASS,DW039,,N,N,"No water service, near Eagle Pass DW service",N,,N,,,CITY OF EAGLE PASS,WW101,N,,,N,"Lot sizes should be adequate for septic, but some may have inadequate septic and cesspools.",N,,15,1,15,1,0,0,0,0,N,N,CU projected cost water line extension,Combination,174968,,,See Utility Capacity,Y,"T/A if USDA Funding Application, Project Development",Distance to Eagle Pass.  May be required to annex.  Too small for stand alone systems.  Cost per customer extremely high for water and sewer to Eagle Pass.,BARRERA,JORGE,City,GENERAL MANAGER,CITY OF EAGLE PASS,jbarrera@epwaterworks.org,2107 N. VETERANS BLVD,EAGLE PASS,TX,78852,(830) 773-2351,,Area is not platted and does not have water. No application to resolve issues proposed as of 12-4-2014.,,,,,,,,,,,,,,,,,,,,,,,1013.962773,38001.4048
455,Las Pampas,P1R481478,Texas,TX,Presidio,TXAG,Las Pampas,,,,M1890002,Red,1,Y,132,6,18,Hauling,Y,N,N,,,CITY OF PRESIDIO,DW061,hauling water,N,N,hauling water,Y,hauling water,N,,,CITY OF PRESIDIO,WW104,N,,onsite,U,,N,,18,1,18,1,0,0,0,0,N,N,First time water service. Currently hauling water.,Water,1100000,,,See Utility Capacity,Y,T/A subject to USDA Funding Application,,ACOSTA,ARTURO,Utility,PUBLIC WORKS DIRECTOR,CITY OF PRESIDIO,,PO BOX 1899,PRESIDIO,TX,79845,(432) 488-6409,,,,,,,,,,,,,,,,,,,,,,,,,13885.58818,11238497.9
468,Amistad Acres,P1R481705,Texas,TX,Val Verde,TXAG,Amistad Acres,,,,M2330001,Blue,4,Y,271,97,401,Public Water System,N,N,N,,,,,Community Wells,U,U,,N,,N,,,,,N,,,Y,,N,,401,1,401,1,0,0,0,0,N,N,,,0,,,,N,,,CERNY,ROGER,City,COUNTY HEALTH INSPECTOR,VAL VERDE COUNTY,roger_cerny@valverdecounty.org,400 PECAN,DEL RIO,TX,,(830) 703-0515,,,,,,,,,,,,,,,,,,,,,,,,,4010.542047,225166.9837
484,One River Place,P1R481741,Texas,TX,Webb,TXAG,One River Place,,,,M2400036,Red,1,Y,13,3,8,Hauling,Y,N,N,,,WEBB COUNTY,DW244,hauling water,N,N,hauling water,Y,hauling water,N,,,WEBB COUNTY,WW111,N,,onsite,N,"Lot sizes should be adequate for septic, but condition or quality unknown. Likely some inadequate septic and cesspools.",N,,8,1,8,1,0,0,0,0,N,N,CU Estimated Cost forWastewater Collection & Treatment & Water Lines & Treatment,Combination,531206,,,See Utility Capacity,Y,T/A subject to USDA Funding Application,,GARCIA,LOUIS PERIZ,Utility,ENGINEER,WEBB COUNTY WATER UTILITIES,,513 MARTHA DR,LAREDO,TX,78040,(956) 523-5088,,Estimated engineer cost,,,,,,,,,,,,,,,,,,,,,,,3475.598368,676490.3639
485,La Presa,P1R481728,Texas,TX,Webb,TXAG,La Presa,,,,M2400017,Red,1,Y,191,108,325,Hauling,Y,Y,N,,,WEBB COUNTY,DW244,hauling water,N,N,hauling water,Y,hauling water,N,,,WEBB COUNTY,WW111,N,,onsite,N,"Some older lots have inadequate septic or cesspools, others should be of sufficient size that onsite is adequate.",N,,325,1,325,1,0,0,0,0,N,N,Engineer estimate from USACE Planning study completed.,Combination,6000000,,,See Utility Capacity,Y,T/A subject to USDA Funding Application,,GARCIA,LOUIS PERIZ,Utility,ENGINEER,WEBB COUNTY WATER UTILITIES,,513 MARTHA DR,LAREDO,TX,78040,(956) 523-5088,,SOS Priority,,,,,,,,,,,,,,,,,,,,,,,8912.119476,1724317.365
521,La Coma,P1R481726,Texas,TX,Webb,TXAG,La Coma,,,,M2400015,Red,1,Y,39,21,96,Hauling,Y,N,N,,,CITY OF LAREDO,DW052,Wells/Haul Water,N,N,hauling water,Y,hauling water,N,,,CITY OF LAREDO,WW110,N,,onsite,N,"Lot sizes should be adequate for septic, but condition or quality unknown. Likely some inadequate septic and cesspools.",N,,96,1,96,1,0,0,0,0,N,N,CU Estimated Cost for Wastewater Collection & Treatment,Wastewater,1008618,,,See Utility Capacity,Y,T/A subject to USDA Funding Application,Did not qualify for EDAP Income too high  ,RODRIGUEZ,TOMAS,City,PUBLIC UTILITY DIRECTOR,CITY OF LAREDO,trodriguez@ci.laredo.tx.us,5816 DAUGHERTY,LAREDO,TX,78040,(956) 721-2000,,Not in the city limits. Did not qualify for Economic Distressed Areap Program due to income of the area.,,,,,,,,,,,,,,,,,,,,,,,10336.81,4013848.225
522,Las Blancas Subd.,P1R481731,Texas,TX,Webb,TXAG,Las Blancas Subd.,,,,M2400020,Gray,5,Y,0,0,107,,N,N,N,,,CITY OF LAREDO,DW052,Wells/Haul Water,N,N,,N,,N,,,,,N,,,N,,N,,0,0,0,0,0,0,0,0,N,N,,,0,,,,N,,,RODRIGUEZ,TOMAS,City,PUBLIC UTILITY DIRECTOR,CITY OF LAREDO,trodriguez@ci.laredo.tx.us,5816 DAUGHERTY,LAREDO,TX,78040,(956) 721-2000,,Not in the city limits. Did not qualify for Economic Distressed Areap Program due to income of the area.,,,,,,,,,,,,,,,,,,,,,,,7929.759399,2990274.129
532,Alsonia,P1R480511,Texas,TX,Hidalgo,TXAG,Alsonia,,,,M1080036,Gray,5,Y,272,0,5,,N,N,N,,,CITY OF EDINBURG,DW041,,Y,Y,,N,,N,,,CITY OF EDINBURG,WW087,N,,,N,,N,,0,0,0,0,0,0,0,0,N,N,,,0,,,,N,,,MARTINEZ,ARTURO,Utility,DIRECTOR OF PUBLIC WORKS,CITY OF EDINBURG,amartinez@cityofedinburg.com,415 W. UNIVERSITY DRIVE,EDINBURG,TX,78541,(956) 388-8212,,Colonia is in Edinburg's sewer CCN but no sewer service. No application submitted.,MARTINEZ,ARTURO,Utility,DIRECTOR OF PUBLIC WORKS,CITY OF EDINBURG,amartinez@cityofedinburg.com,415 W. UNIVERSITY DRIVE,EDINBURG,TX,78541,(956) 388-8212,,,,,,,,,,,,1843.858749,150908.2131
543,La Moca Ranch,P1R481727,Texas,TX,Webb,TXAG,La Moca Ranch,,,,M2400016,Red,1,Y,125,5,15,Private Wells,N,Y,N,,,WEBB COUNTY,DW244,Webb County Water Utilities is nearest water.,N,N,"Private wells, uncertain of water quality.",N,,N,,,WEBB COUNTY,WW111,N,,onsite,N,"Lot sizes should be adequate for septic, but condition or quality unknown. Likely some inadequate septic and cesspools.",N,,15,1,15,1,0,0,0,0,N,N,Engineer Projected Cost for Wastewater Collection & Treatment & Water Lines & Treatment,Combination,3000000,,,See Utility Capacity,Y,Engineer looking into app prep,2  to 4 acre tracts  nobody lives here permanently,GARCIA,LOUIS PERIZ,Utility,ENGINEER,WEBB COUNTY WATER UTILITIES,,513 MARTHA DR,LAREDO,TX,78040,(956) 523-5088,,Private wells and onsite septics.,,,,,,,,,,,,,,,,,,,,,,,42987.53976,58327606.31
545,Los Huisaches,P1R481734,Texas,TX,Webb,TXAG,Los Huisaches,Los Huisaches # 1,,,M2400026,Red,1,Y,11,4,15,Hauling,Y,Y,N,,,WEBB COUNTY,DW244,Webb County Water Utilities is nearest water.,N,N,hauling water,Y,hauling water,N,,,WEBB COUNTY,WW111,N,,onsite,N,"Lot sizes should be adequate for septic, but condition or quality unknown. Likely some inadequate septic and cesspools.",N,,15,1,15,1,0,0,0,0,N,N,Engineer Projected Cost forWastewater Collection & Treatment & Water Lines & Treatment,Combination,3000000,,,See Utility Capacity,Y,Engineer looking into app prep,2  to 4 acre tracts  nobody lives here permantley,GARCIA,LOUIS PERIZ,Utility,ENGINEER,WEBB COUNTY WATER UTILITIES,,513 MARTHA DR,LAREDO,TX,78040,(956) 523-5088,,,,,,,,,,,,,,,,,,,,,,,,,3558.081686,752206.3839
553,Ranchitos Los Veteranos,P1R481744,Texas,TX,Webb,TXAG,Ranchitos Los Veteranos,Ranchitos Los Veteranos East,,,M2400047,Gray,5,Y,24,0,3,,N,N,N,,,MIRANDO CITY WSC,DW154,,N,N,,N,,N,,,,,N,,,N,,N,,0,0,0,0,0,0,0,0,N,N,,,0,,,,N,,,JOHNSON,SALVADORE,,GENERAL MANAGER,MIRANDO CITY WSC,,724 N. MAIN ST.,MIRANDO CITY,TX,78369,(361) 519-1806,,No planned projects. Scattered sites. No permanent homes no sewer,,,,,,,,,,,,,,,,,,,,,,,5450.147383,1640457.291
561,Dolores,P1R481771,Texas,TX,Zapata,TXAG,Dolores,,,,M2530005,Red,1,Y,13,13,39,Public Water System,U,Y,N,,,ZAPATA COUNTY,DW251,"community well, concern about quality",N,N,"Remote with community well, concern about water quality.",N,,N,,,WEBB COUNTY,WW111,N,,onsite,U,,N,,39,1,39,1,0,0,0,0,N,N,CU Estimated Cost for Water and Wastewater Collection &Treatment,Combination,531206,,,See Utility Capacity,Y,T/A subject to USDA Funding Application,Distance to a public water source.  Too few connections for a stand alone system.,GONZALEZ,MANUEL,Other,PE,PREMIER ENGINEERING,manuel@premier-ce.com,"1302 CALLE DEL NORTE, SUITE 2",LAREDO,TX,78041,(956) 717-1199,,"Colonia is too far from Zapata Co water, approximately 16 miles from public water. Area not dense enough for stand alone system.",,,,,,,,,,,,,,,,,,,,,,,4092.747436,963374.9009
565,Tierra Buena #2,P1R481298,Texas,TX,Webb,TXAG,Valle Verde,,,,M2400055,Red,1,Y,85,2,8,Hauling,Y,N,N,,,CITY OF LAREDO,DW052,hauling water,N,N,hauling water,Y,hauling water,N,,,CITY OF LAREDO,WW110,N,,,N,"cesspools, latrines, Outhouses and some septic.",Y,"cesspools, latrines, Outhouses and some septic.",8,1,8,1,0,0,0,0,N,N,Water Lines from Colorado Acres,Water,22000000,,,See Utility Capacity,Y,T/A subject to USDA Funding Application,Too far away and number of people in colonia,GARCIA,LOUIS PERIZ,Utility,ENGINEER,WEBB COUNTY WATER UTILITIES,,513 MARTHA DR,LAREDO,TX,78040,(956) 523-5088,,"Hauls water from Colorado Acres. Projected Cost by Webb County is $22,000,000.00 to bring water to these Colonias.",,,,,,,,,,,,,,,,,,,,,,,3318.615481,647643.46
722,North Santa Cruz Subd.,P1R481042,Texas,TX,Hidalgo,TXAG,North Santa Cruz Subd.,North Santa Cruz,,,M1080501,Blue,4,Y,4,2,8,Private Wells,N,Y,N,,,NORTH ALAMO WSC,DW160,,U,U,,N,,N,,,CITY OF EDINBURG,WW087,N,,onsite,Y,,N,,8,1,8,1,0,0,0,0,Y,N,Wastewater Collection,Wastewater,154285,,,,Y,T/A W/USDA Funding Application,Too small for stand alone system.  Must be part of a regional system or connect to the closest sewer for treatment.,AGUIRRE,JESSE,Utility,ASSISTANT GENERAL MANAGER,NORTH ALAMO WSC,jaguirre@nawsc.com,420 S. DOOLITTLE RD.,EDINBURG,TX,78542,(956) 383-1623,,Colonia is in Edinburg's sewer CCN but no sewer service. No application submitted.,MARTINEZ,ARTURO,Utility,DIRECTOR OF PUBLIC WORKS,CITY OF EDINBURG,amartinez@cityofedinburg.com,415 W. UNIVERSITY DRIVE,EDINBURG,TX,78541,(956) 388-8212,,Project cost estimate from average collection line cost from recent funded USDA projects.,,,,,,,,,,1727.920267,98529.19274
738,Arroyo City Annex Subdivisio,P1R480007,Texas,TX,Cameron,TXAG,Arroyo City Annex Subdivisio,Arroyo City Annex Subdivision,,,M0310009,Gray,5,Y,0,0,1,,N,N,N,,,EAST RIO HONDO WSC,DW089,,N,N,,N,,N,,,EAST RIO HONDO WSC,WW078,N,,,N,,N,,0,0,0,0,0,0,0,0,N,Y,,,0,,,,N,,,MACMANUS,BRIAN,City,MANAGER,E. RIO HONDO WSC,bemacmanus@erhwsc.com,P. O. BOX 621,RIO HONDO,TX,78563,(956) 748-2605,,"Low population. Not cost effective for sewer. If combined with other nearby Colonia, a regional sewer is possible.",,,,,,,,,,,,,,,,,,,,,,,4011.217358,469361.2701
860,Collin Subd.,P1R480658,Texas,TX,Hidalgo,TXAG,Collin Subd.,Collin,,,M1080165,Gray,5,Y,26,0,9,,N,N,N,,,,,,N,N,,N,,N,,,,,N,,,N,,N,,0,0,0,0,0,0,0,0,N,N,,,0,,,,N,,,AGUIRRE,JESSE,Utility,ASSISTANT GENERAL MANAGER,NORTH ALAMO WSC,jaguirre@nawsc.com,420 S. DOOLITTLE RD.,EDINBURG,TX,78542,(956) 383-1623,,,,,,,,,,,,,,,,,,,,,,,,,1124.194046,50340.88696
959,Racquet Club Subd.,P1R481135,Texas,TX,Hidalgo,TXAG,Racquet Club Subd.,,,,M1080584,Gray,5,Y,0,0,6,,N,N,N,,,CITY OF MCALLEN,DW056,,N,N,,N,,N,,,CITY OF MCALLEN,WW091,N,,,N,,N,,0,0,0,0,0,0,0,0,N,N,,,0,,,,N,,,SKOGLUND,TIM,Utility,WASTEWATER UTILITY ENGINEER,CITY OF MCALLEN,tskoglund@mcallen.net,PO BOX 220,MCALLEN,TX,78501,(956) 681-1775,,,SKOGLUND,TIM,Utility,WASTEWATER UTILITY ENGINEER,CITY OF MCALLEN,tskoglund@mcallen.net,PO BOX 220,MCALLEN,TX,78501,(956) 681-1775,,,,,,,,,,,,1722.632516,144601.5962
1138,Santa Rosa #9,P1R480142,Texas,TX,Cameron,TXAG,Santa Rosa #9,Santa Rosa No. 09,,,M0310140,Red,1,Y,19,19,61,Private Wells,N,Y,N,,,CITY OF SANTA ROSA,DW071,,U,U,,Y,no service,N,,,CITY OF SANTA ROSA,WW077,N,,,N,"Some lots may be adequate, some may be inadequate for onsite/septic",N,,61,1,61,1,0,0,0,0,N,N,Wastewater collection & Treatment and Water collection & Treatment,Combination,693000,,,See Utility Capacity,Y,T/A W/FMT Corrective Action Plan and Funding Application,Distance to facilities and city may want to adjust annexation plan.,ZAMARRON,DEANDRA,City,CITY SECRETARY,CITY OF SANTA ROSA,,413 N SANTA CRUZ,SANTA ROSA,TX,78593-0326,(956) 636-2044,,Refer to NAWSC Colonias Data Cost estimates by City Manager,,,,,,,,,,,,,,,,,,,,,,,842.2852694,42041.72772
1139,Santa Rosa #5,P1R480140,Texas,TX,Cameron,TXAG,Santa Rosa #5,Santa Rosa No. 05,,,M0310138,Red,1,Y,31,5,23,Private Wells,N,Y,N,,,CITY OF SANTA ROSA,DW071,,U,U,,Y,no service,N,,,CITY OF SANTA ROSA,WW077,N,,,N,"Some lots may be adequate, some may be inadequate for onsite/septic",N,,23,1,23,1,0,0,0,0,N,N,Wastewater collection and lift station and Water collection,Combination,1000000,,,See Utility Capacity,Y,T/A W/FMT Corrective Action Plan and Funding Application,Distance to facilities and city may want to adjust annexation plan.,ZAMARRON,DEANDRA,City,CITY SECRETARY,CITY OF SANTA ROSA,,413 N SANTA CRUZ,SANTA ROSA,TX,78593-0326,(956) 636-2044,,Santa Rosa preparing application to connect water and sewer. Cost estimates by City Manager,,,,,,,,,,,,,,,,,,,,,,,694.4211213,22050.3227
1164,Orleander Estates,P1R481072,Texas,TX,Hidalgo,TXAG,Orleander Estates,,,,M1080527,Gray,5,Y,0,0,1,,N,N,N,,,AGUA SUD,DW002,,N,N,,N,,N,,,,,N,,,N,,N,,0,0,0,0,0,0,0,0,N,N,,,0,,,,N,,,PEREZ,PAMELA,Utility,CUSTOMER SERVICE SUPERVISOR,AGUA SUD,pperez@aguasud.com,3126 N ABRAM RD.,PALMVIEW,TX,78578,(956) 585-2465,,Uncertain location. OAG maps in caliche pit area.,,,,,,,,,,,,,,,,,,,,,,,1364.331396,97540.09051
1236,Santa Rosa No. 13,P1R480144,Texas,TX,Cameron,TXAG,Santa Rosa No. 13,,,,M0310142,Red,1,Y,0,8,28,Private Wells,N,Y,N,,,CITY OF SANTA ROSA,DW071,,U,U,,Y,no service,N,,,CITY OF SANTA ROSA,WW077,N,,,N,"Some lots may be adequate, some may be inadequate for onsite/septic",N,,28,1,28,1,0,0,0,0,N,N,Wastewater collection & Treatment and Water collection & Treatment,Combination,273017,,,See Utility Capacity,Y,T/A W/FMT Corrective Action Plan and Funding Application,Distance to facilities and city may want to adjust annexation plan.,ZAMARRON,DEANDRA,City,CITY SECRETARY,CITY OF SANTA ROSA,,413 N SANTA CRUZ,SANTA ROSA,TX,78593-0326,(956) 636-2044,,Refer to NAWSC Colonias Data,,,,,,,,,,,,,,,,,,,,,,,2126.742564,225966.3667
